,Runoff_mmd,pcp_era5,sf_era5,smlt_era5,pev_era5,t2m_era5,asn_era5,snowc_era5,sde_era5,sd_era5,swvl1_era5
1965/6/30,,0.021195965,0,0.006406364,-18.87429624,282.9777485,0.548111918,0.026231052,2.17E-05,1.13E-05,0.268768102
1965/7/1,,1.406661391,0.002388012,0.004784139,-17.81907206,281.91013,0.578507277,0.020097982,1.09E-05,5.31E-06,0.25649175
1965/7/2,,2.612472296,0.000979781,0.004245356,-16.64180395,282.2068241,0.615482542,0.016144648,8.42E-06,3.47E-06,0.250165194
1965/7/3,,5.36784935,0,0.002371349,-10.52238237,285.2518114,0.70234625,0.005812538,4.91E-06,1.90E-06,0.267289311
1965/7/4,,2.854806423,0,0.000885594,-5.837612018,284.1159703,0.79025113,0.001741147,1.10E-06,8.54E-07,0.268291891
1965/7/5,,0.001483344,0,0.000272643,-16.72229848,286.2651158,0.83621131,0.000754344,0,1.64E-07,0.251972109
1965/7/6,,11.26622581,0,0.000151565,-9.817983701,285.6119936,0.8566536,0.00031852,0,0,0.257024229
1965/7/7,,0.22550045,0,4.42E-05,-24.17447298,280.8878107,0.862261423,0.000146146,0,0,0.271848559
1965/7/8,,3.112968683,0,3.32E-05,-11.54456014,284.203695,0.868918864,8.37E-05,0,0,0.250617385
1965/7/9,,3.91730547,0,1.56E-05,-5.997933311,284.546513,0.877957056,4.66E-05,0,0,0.275383562
1965/7/10,,7.819429398,0,1.11E-05,-9.539011711,286.5557168,0.87869024,2.15E-05,0,0,0.265491992
1965/7/11,,3.679793358,0,5.51E-06,-17.96895588,285.2749906,0.87882473,6.25E-06,0,0,0.274314076
1965/7/12,,0.31212458,0,9.11E-07,-17.06352855,280.502097,0.878830377,2.19E-06,0,0,0.265938878
1965/7/13,,0.063543297,0,0,-23.19468169,281.9342193,0.878865905,9.12E-08,0,0,0.245989636
1965/7/14,,10.12407494,0,0,-11.08556214,284.3704078,0.878751172,0,0,0,0.275939703
1965/7/15,,0.270901918,0,0,-12.59196517,280.7545872,0.878809882,0,0,0,0.25937438
1965/7/16,,0.753766775,0,0,-17.75412566,284.0653501,0.87898921,0,0,0,0.243869826
1965/7/17,,1.272528529,0,0,-23.74016071,284.3451985,0.879807258,0,0,0,0.239459679
1965/7/18,,0.00134179,0,0,-21.40006332,283.051445,0.880000532,0,0,0,0.225357443
1965/7/19,,13.94487953,0,0,-4.664250018,282.0940256,0.879962002,0,0,0,0.240619138
1965/7/20,,4.061318398,0,0,-2.87576363,282.818585,0.879833521,0,0,0,0.283563256
1965/7/21,,28.08424568,0,0,-11.25649688,287.1808897,0.879878165,0,0,0,0.324759215
1965/7/22,,10.59376049,0,0,-5.15914129,285.9897263,0.879888475,0,0,0,0.296900332
1965/7/23,,4.028164387,0,0,-11.32258249,285.567102,0.879893399,0,0,0,0.292758614
1965/7/24,,1.359415293,0,0,-12.07645859,287.2559221,0.879870511,0,0,0,0.275936633
1965/7/25,,18.65209579,0,0,-6.938309692,286.092229,0.879815029,0,0,0,0.312259883
1965/7/26,,0.327046454,0,0,-15.93911234,284.7659086,0.879963349,0,0,0,0.278818816
1965/7/27,,6.298166275,0,0,-11.95560821,285.1100758,0.879879077,0,0,0,0.276267469
1965/7/28,,6.733850002,0,0,-8.767840889,285.1924316,0.879946223,0,0,0,0.277692229
1965/7/29,,1.391894341,0,0,-11.48516601,285.9146646,0.879891982,0,0,0,0.281161577
1965/7/30,,8.114962578,0,0,-5.633508711,285.5936474,0.879827428,0,0,0,0.284414232
1965/7/31,,1.232926726,0,1.86E-06,-15.15915991,286.2597995,0.879881855,0,0,0,0.274016559
1965/8/1,,0.006035125,0,1.86E-06,-14.70024241,287.9196793,0.879933123,0,0,0,0.257712275
1965/8/2,,0.178917497,0,1.86E-06,-21.53482985,289.9142315,0.87982684,0,0,0,0.24217701
1965/8/3,,5.843480587,0,1.86E-06,-15.23394253,288.0248504,0.879819286,0,0,0,0.237073302
1965/8/4,,10.09093285,0,1.86E-06,-6.404366497,286.4663368,0.8799178,0,0,0,0.293993801
1965/8/5,,0.239369065,0,1.86E-06,-19.60177011,288.4330261,0.879843515,0,0,0,0.270762444
1965/8/6,,6.085765362,0,1.86E-06,-7.966558212,287.8413919,0.879901912,0,0,0,0.263054967
1965/8/7,,0.299682319,0,1.86E-06,-23.1593983,284.4553168,0.879922416,0,0,0,0.267713547
1965/8/8,,0.400693536,0,1.86E-06,-10.56254381,283.8107081,0.879998186,0,0,0,0.248118848
1965/8/9,,0.000752509,0,1.86E-06,-20.63594121,287.5479042,0.879930978,0,0,0,0.237670198
1965/8/10,,9.12646389,0,1.86E-06,-12.51981208,285.3855017,0.879819355,0,0,0,0.268696427
1965/8/11,,0.025545612,0,1.86E-06,-19.08571378,283.4091885,0.879994439,0,0,0,0.255138785
1965/8/12,,1.126708388,0,1.86E-06,-9.789033812,284.307458,0.879936632,0,0,0,0.243385285
1965/8/13,,1.265114546,0,1.86E-06,-19.11558169,283.1284418,0.879913897,0,0,0,0.245124638
1965/8/14,,11.93175888,0,1.86E-06,-10.41608797,285.4969545,0.879851191,0,0,0,0.268049002
1965/8/15,,5.392808437,0,1.86E-06,-15.87444927,288.8997434,0.879861526,0,0,0,0.289558649
1965/8/16,,0.107472725,0,1.86E-06,-20.58172547,283.157753,0.879971235,0,0,0,0.260829389
1965/8/17,,0.000752509,0,1.86E-06,-19.26230296,286.6833105,0.879975889,0,0,0,0.244957
1965/8/18,,10.50847626,0,1.86E-06,-7.419489754,286.1765437,0.879847004,0,0,0,0.269229233
1965/8/19,,0.815847993,0,1.86E-06,-10.95658868,284.7193147,0.879965215,0,0,0,0.268503338
1965/8/20,,6.176395416,0,1.86E-06,-6.069622325,283.5178673,0.87992746,0,0,0,0.279157907
1965/8/21,,0.103416875,0,1.86E-06,-16.22267945,281.4762033,0.879996578,0,0,0,0.264220357
1965/8/22,,0.289015055,0,1.86E-06,-18.65290973,282.8731855,0.880000532,0,0,0,0.248346791
1965/8/23,,24.18063927,0,1.86E-06,-2.828317545,282.2474752,0.879914309,0,0,0,0.290230364
1965/8/24,,3.312871456,0,1.86E-06,-12.31739311,282.1664315,0.879921223,0,0,0,0.301723182
1965/8/25,,6.081259727,0.29291603,0.14725548,-13.36755251,279.1804967,0.86703908,0.709217668,0.00075613,0.000118468,0.29031086
1965/8/26,,0.135327026,0,0.061506703,-10.48903132,279.5404183,0.80679075,0.741308272,0.000738295,0.000112103,0.273858815
1965/8/27,,7.281607628,0,0.075649083,-4.004485227,283.1150755,0.74918019,0.264848292,0.000226857,3.36E-05,0.289705455
1965/8/28,,6.255114555,0,0.008200854,-5.368430789,282.2029513,0.700960917,0.053874556,1.05E-05,1.61E-06,0.278006405
1965/8/29,,11.42757797,0,0.003585366,-8.830223836,283.5238145,0.665580608,0.013335859,0,0,0.316034168
1965/8/30,,2.921249866,0.077535413,0.016805071,-12.10444608,279.109975,0.653400098,0.173854455,0.000189539,3.19E-05,0.287627935
1965/8/31,,0.411718696,0.042484194,0.025666581,-15.67273397,277.6112174,0.64552245,0.43477881,0.000466958,7.19E-05,0.273630053
1965/9/1,,2.643546343,0,0.042329054,-10.76786586,278.9907294,0.62390974,0.360830009,0.00037746,5.67E-05,0.261390775
1965/9/2,,13.32733345,0,0.027680762,-2.106161579,281.0539864,0.612249346,0.092611089,7.21E-05,1.10E-05,0.306361735
1965/9/3,,0.208803892,0,0.003278104,-10.35850141,280.9273695,0.607262907,0.020848796,0,0,0.285371006
1965/9/4,,0.032293703,0,0.001453641,-11.42542874,284.1280227,0.603792069,0.007485874,0,0,0.266486883
1965/9/5,,0.039750405,0,0.000264272,-12.36151079,287.1958658,0.657341519,0.001043589,0,0,0.256046981
1965/9/6,,1.127443433,0,3.21E-05,-12.93142084,286.7405773,0.806355111,4.95E-05,0,0,0.247776106
1965/9/7,,0.939117789,0,0,-9.453190114,280.1957044,0.856898856,0,0,0,0.251481831
1965/9/8,,7.281459332,0,0,-8.378153696,282.3981917,0.877244184,0,0,0,0.274111569
1965/9/9,,0.002697723,0.000323427,8.90E-05,-20.44157614,278.2422601,0.875361023,0.000791919,0,0,0.261264831
1965/9/10,,3.327255249,0,0.00018871,-5.500085421,281.9502126,0.856206274,0.000751552,0,0,0.256759554
1965/9/11,,3.638217926,0.023219155,0.006197115,-20.03588412,279.7685094,0.852764439,0.050507989,3.82E-05,7.64E-06,0.275386721
1965/9/12,,0.923354864,0.002628758,0.006521303,-23.90755466,278.4058546,0.831943659,0.084131204,5.57E-05,1.16E-05,0.25857228
1965/9/13,,0.197189108,0.027020412,0.004375442,-15.67134127,277.5264474,0.812567012,0.114773877,9.04E-05,1.74E-05,0.24995549
1965/9/14,,5.012286186,0.150652543,0.055416346,-5.068407322,277.2568084,0.797059996,0.549781203,0.000594333,9.08E-05,0.249741077
1965/9/15,,2.571091175,0.036946621,0.10103412,-5.958655346,279.5213032,0.770265983,0.659135699,0.000702213,0.000106924,0.278660238
1965/9/16,,31.88442421,7.078686714,0.082018808,-1.972518285,279.1930846,0.751939182,1.322458744,0.00198124,0.000458567,0.319208801
1965/9/17,,5.148057461,3.069832563,2.314002752,-11.25198514,275.740411,0.789602551,46.1391983,0.049338762,0.009034911,0.304528505
1965/9/18,,1.748757005,0.555415034,1.255951524,-7.200885852,274.5503127,0.736793041,38.28659058,0.040694442,0.007382213,0.294126123
1965/9/19,,0.038980491,0.029517801,2.045337915,-9.096260002,276.2986676,0.702857564,32.77836227,0.034665871,0.006268728,0.283776313
1965/9/20,,5.973053932,0,2.830314875,-10.47997672,279.6349025,0.664955876,16.30407906,0.01700943,0.003044313,0.304948866
1965/9/21,,0.000418055,0,0.850399435,-10.82578114,279.1935431,0.634035596,8.17376709,0.008529718,0.001554081,0.283588201
1965/9/22,,1.068496823,0,0.480012506,-5.025495477,280.0750989,0.609871666,4.595527172,0.004957514,0.000875526,0.273388743
1965/9/23,,8.712257385,0,0.475256443,-1.49379139,284.9493082,0.590792393,1.509993672,0.001631736,0.00027737,0.300494134
1965/9/24,,0.123767838,0,0.068221755,-7.211919983,285.0735232,0.575687256,0.323532045,0.000180047,3.95E-05,0.284042746
1965/9/25,,16.83383179,0,0.013586586,-0.611991239,283.0479406,0.563805208,0.100997783,3.18E-06,9.93E-07,0.308273524
1965/9/26,,0.04122157,0.001920328,0.003973037,-15.69916575,279.0905738,0.554477328,0.0536718,1.46E-06,2.19E-07,0.294075876
1965/9/27,,1.259884715,0.378976405,0.010072234,-13.77705369,275.2440182,0.55126753,0.68089962,0.000768499,0.000134128,0.276169777
1965/9/28,,0.282676429,0.241690814,0.000622427,-11.96503372,273.9196242,0.554966765,2.537044764,0.002799732,0.000470012,0.2671839
1965/9/29,,2.488078356,1.490344048,0.129585385,-5.684940467,274.1218144,0.565696434,5.683463573,0.006302956,0.00102484,0.260369629
1965/9/30,,0.472256154,0.457183599,0.023086073,-7.859502972,273.7221118,0.59145653,12.69394493,0.013516155,0.002144918,0.256892055
1965/10/1,,13.71156693,2.689087629,0.789204895,-4.714530755,274.3433005,0.609383973,17.63130951,0.01899117,0.003077367,0.271818429
1965/10/2,,15.99720764,10.33289051,0.772309959,-1.726502258,274.5495991,0.689537642,40.08324432,0.045632109,0.007518988,0.306915671
1965/10/3,,0.277165115,0.270088494,0.420768261,-5.134275504,273.5388878,0.74770467,74.12541962,0.08425767,0.013754294,0.282028764
1965/10/4,,12.23817921,12.20699596,0,-4.782703691,272.3755603,0.761237673,85.22304535,0.110348865,0.018162925,0.271675527
1965/10/5,,15.86911011,15.17628765,1.051244259,-3.071167843,273.0238454,0.837486341,94.18482971,0.218276069,0.035923906,0.267763793
1965/10/6,,1.575766087,1.557937145,0.000174968,-6.036966813,271.6143218,0.797289039,94.18489838,0.234596327,0.039611099,0.265706331
1965/10/7,,3.405618191,3.401744366,0,-5.626499242,271.3839376,0.795639832,94.18489838,0.247512162,0.042265532,0.256867588
1965/10/8,,0.149559557,0.147033244,0,-2.888450479,271.0475002,0.781228211,94.18489838,0.249724597,0.043312784,0.251507819
1965/10/9,,10.22900486,10.22260666,0,-2.006253061,270.9075911,0.791220923,94.18489838,0.276870757,0.048001891,0.247301817
1965/10/10,,0.11315152,0.110276319,0,-2.746316703,268.7914649,0.816915877,94.18489838,0.310573369,0.053178124,0.244315863
1965/10/11,,0.031000793,0.026903316,0,-2.651265193,268.122119,0.798890514,94.18489838,0.304107487,0.053053109,0.241234183
1965/10/12,,6.016739845,0.714957595,3.183968306,-1.202291162,272.2277132,0.781240036,94.18489838,0.295986891,0.052971352,0.252390027
1965/10/13,,8.338475227,0.01921854,7.666090488,-3.573454444,275.838591,0.736512275,94.18489838,0.254320472,0.047028088,0.319933146
1965/10/14,,2.473467588,2.225780725,0.001636665,-6.370871953,273.3328565,0.706038702,94.18489838,0.235222116,0.044557454,0.288058579
1965/10/15,,5.769225597,5.753644943,0.213104248,-3.430671457,271.7933304,0.70044895,94.18489838,0.2370096,0.045848328,0.274479598
1965/10/16,,17.72119904,17.57399178,0.106658794,-4.209487746,271.5308466,0.826371886,94.18489838,0.342473298,0.063505619,0.268523842
1965/10/17,,1.036833405,0.966299832,0,-5.518866663,269.9309407,0.821661133,94.18489838,0.366738141,0.067970348,0.261510849
1965/10/18,,1.096603632,0.015867693,1.942122817,-3.490849768,274.2746894,0.778955244,94.18489838,0.35405916,0.068266964,0.260921627
1965/10/19,,0.316811323,0.210633636,2.783054352,-7.984786372,273.844481,0.724575145,94.18489838,0.320619404,0.064171885,0.284473538
1965/10/20,,2.001817703,1.403926134,0,-2.911072502,270.1520811,0.704715326,94.18489838,0.313734323,0.063705776,0.265589386
1965/10/21,,1.262637019,0.105967321,2.911745071,-5.844577062,274.5340941,0.691400831,94.18489838,0.307320267,0.064039357,0.275229305
1965/10/22,,0.129701614,0.126606062,0,-7.648935896,268.0555402,0.668373926,94.18489838,0.292963296,0.06210912,0.268170565
1965/10/23,,16.30012321,13.20495415,0.000119365,-1.407624017,266.9977316,0.712032693,94.18489838,0.314336747,0.065418782,0.260139316
1965/10/24,,2.132467747,0.331858933,2.903023958,-2.000395766,274.2316068,0.786355422,94.18489838,0.379407793,0.075671703,0.278243452
1965/10/25,,0.168489099,0.163495824,0,-4.40987414,268.2063439,0.749373989,94.18489838,0.361983657,0.073966738,0.270358771
1965/10/26,,1.114061713,1.109415174,0,-5.300694836,268.7671145,0.74942717,94.18489838,0.35970664,0.074230644,0.260022312
1965/10/27,,0.038915135,0.036242176,0,-2.095232748,263.2288017,0.747466164,94.18489838,0.357469559,0.074336839,0.254856199
1965/10/28,,0.196285725,0.193660915,0,-1.721951406,263.0643707,0.740365745,94.18489838,0.354557991,0.074311338,0.251035154
1965/10/29,,0.02034946,0.017736422,0,-2.129681755,261.7869756,0.7346863,94.18489838,0.352670312,0.074357506,0.247687638
1965/10/30,,4.136290073,4.130569935,0,-1.407720502,267.236953,0.738553904,94.18489838,0.354895413,0.075118445,0.244765565
1965/10/31,,0.803225815,0.799073815,9.31E-07,-2.650494412,270.9409984,0.758565739,94.18489838,0.375654936,0.078907235,0.242048904
1965/11/1,,20.64282799,19.99633789,0.125484541,-1.358489915,268.8662997,0.804449245,94.18489838,0.432613492,0.087732238,0.240514919
1965/11/2,,1.176953793,1.171005607,9.31E-07,-3.615652048,263.4339626,0.847806968,94.18489838,0.513638854,0.099654084,0.239768088
1965/11/3,,0.012139813,0.011150044,9.31E-07,-1.367726153,260.7228154,0.840770291,94.18489838,0.508284271,0.09973232,0.236997113
1965/11/4,,7.630661488,6.961583614,0.047307149,-3.431803934,269.7860838,0.83822881,94.18489838,0.514288068,0.101984457,0.23505491
1965/11/5,,5.758176327,5.737588406,0.003318035,-4.107356932,261.021874,0.845862518,94.18489838,0.566615582,0.111355018,0.234904557
1965/11/6,,2.265869141,2.262412786,9.31E-07,-1.054943746,263.6867132,0.844365905,94.18489838,0.576528966,0.112981631,0.232495084
1965/11/7,,0.880856633,0.878391087,9.31E-07,-2.579494305,264.860352,0.843328314,94.18489838,0.582601011,0.114814935,0.230712101
1965/11/8,,0.090563104,0.088400491,9.31E-07,-0.819438646,260.315384,0.83704741,94.18489838,0.576528311,0.115026661,0.229228333
1965/11/9,,6.22710228,6.225707054,9.31E-07,-0.597650341,262.9094471,0.839213762,94.18489838,0.5943771,0.117405225,0.22800681
1965/11/10,,0.793363869,0.789342642,9.31E-07,-2.016501172,261.2572829,0.84748532,94.18489838,0.631249309,0.121698527,0.226796299
1965/11/11,,0.018021099,0.015238526,9.31E-07,-0.877587609,257.8666544,0.840189516,94.18489838,0.623884261,0.121726246,0.225835651
1965/11/12,,0.001997835,0.000236761,9.31E-07,-0.613625824,259.1705989,0.832225461,94.18489838,0.616540253,0.12171797,0.225220785
1965/11/13,,0.04258585,0.036491677,9.31E-07,-1.542021069,266.0312438,0.824313509,94.18489838,0.607894957,0.121776771,0.225232273
1965/11/14,,6.297999859,5.740401745,9.31E-07,-3.059008858,272.0762895,0.823378863,94.18489838,0.605178893,0.123803898,0.224024937
1965/11/15,,2.549469709,2.517127991,9.31E-07,-4.960377618,265.1793417,0.812246294,94.18489838,0.617064118,0.128974508,0.223158345
1965/11/16,,0.031279627,0.02933573,9.31E-07,-1.130950249,259.9673258,0.809570396,94.18489838,0.616734445,0.129699397,0.222040206
1965/11/17,,1.811050177,1.806810856,9.31E-07,-0.626109482,262.3731379,0.806212146,94.18489838,0.617218435,0.130290837,0.221390322
1965/11/18,,21.39757156,13.69169331,0.978515923,-3.402988283,272.9464636,0.831239106,94.18489838,0.661515892,0.140202376,0.22889325
1965/11/19,,11.31056404,2.087966204,5.100941181,-0.459569438,274.5902285,0.795195498,94.18489838,0.659926355,0.145063371,0.300592721
1965/11/20,,13.50170326,13.45044804,0.033545736,-2.794901275,270.1232374,0.81998384,94.18489838,0.708582401,0.154683345,0.27597034
1965/11/21,,2.996826172,2.994227409,9.31E-07,-3.777094183,264.6317048,0.827252434,94.18489838,0.733549118,0.159632309,0.260822058
1965/11/22,,0.101206779,0.097487807,9.31E-07,-1.263747257,260.69718,0.824917375,94.18489838,0.730297625,0.160359813,0.253645569
1965/11/23,,0.145571783,0.143461421,9.31E-07,-0.260320189,257.7653026,0.817026894,94.18489838,0.721810043,0.160303764,0.249021515
1965/11/24,,0.891752005,0.886832058,9.31E-07,-2.009165205,264.992955,0.814319663,94.18489838,0.721172631,0.161135731,0.245718658
1965/11/25,,0.71049422,0.703915417,9.31E-07,-2.062137357,264.6935669,0.809316167,94.18489838,0.713264704,0.161437554,0.242566034
1965/11/26,,0.390249282,0.382178396,9.31E-07,-2.732653053,263.0216728,0.806249184,94.18489838,0.708074927,0.161827742,0.23995769
1965/11/27,,0.138735935,0.136354566,9.31E-07,-0.46508071,262.8819992,0.800358184,94.18489838,0.701625884,0.161990854,0.237808883
1965/11/28,,7.826310158,7.822319984,9.31E-07,-0.793948117,266.2972722,0.809834623,94.18489838,0.711881578,0.164486128,0.236250535
1965/11/29,,1.659229755,1.654183626,9.31E-07,-1.841577078,268.086592,0.838269054,94.18489838,0.751294315,0.170983629,0.234514549
1965/11/30,,0.850121021,0.84651047,0,-1.792282139,265.8005789,0.833998468,94.18489838,0.743760645,0.171697452,0.232896641
1965/12/1,,1.986270308,1.980620027,0,-0.922179019,262.2864015,0.830212107,94.18489838,0.74003619,0.172300987,0.231329143
1965/12/2,,0.613432705,0.606649578,0,-0.838617583,261.6295092,0.832150055,94.18489838,0.752651274,0.174227166,0.230064362
1965/12/3,,0.122094765,0.118131004,0,-0.515395594,256.7080538,0.82503144,94.18489838,0.746566355,0.174257587,0.228851348
1965/12/4,,3.245911837,3.241425514,0,-1.061169795,265.2806824,0.825011623,94.18489838,0.752991438,0.175735162,0.227746189
1965/12/5,,20.93497467,20.31064415,0,-2.065565591,271.6330879,0.856151146,94.18489838,0.833297074,0.189654057,0.226732045
1965/12/6,,2.085608006,2.080426931,0,-5.633551387,267.6008635,0.844411988,94.18489838,0.874993324,0.199777335,0.225839019
1965/12/7,,0.262589902,0.259778798,0,-1.266796404,261.6236384,0.836825742,94.18489838,0.861904085,0.200037259,0.224675328
1965/12/8,,0.303922713,0.301525056,0,-0.574793848,257.1521716,0.829811984,94.18489838,0.853889108,0.200066404,0.223730579
1965/12/9,,0.026428495,0.022361444,0,-0.269255822,254.8565167,0.822656809,94.18489838,0.849121094,0.200164388,0.222872719
1965/12/10,,3.296847343,3.293843031,0,-0.366008014,260.5772639,0.821916374,94.18489838,0.857508719,0.201482762,0.22278747
1965/12/11,,1.091165543,1.085368395,0,-0.974279191,250.8264744,0.830510345,94.18489838,0.887092113,0.204199474,0.221838787
1965/12/12,,0.045426406,0.044362076,0,-0.258099463,246.2904225,0.823746117,94.18489838,0.885893643,0.204285289,0.2208101
1965/12/13,,0.064136088,0.060778413,0,-0.077743996,248.2206616,0.815994517,94.18489838,0.882637143,0.204320802,0.220123097
1965/12/14,,0.125010893,0.119098924,0,-0.075311722,251.3841264,0.808831459,94.18489838,0.880532205,0.204459656,0.219458923
1965/12/15,,0.001177192,0,0,-0.231943191,250.796817,0.801100767,94.18489838,0.876233757,0.204511344,0.218772903
1965/12/16,,0.106279038,0.103744276,0,-0.082579212,252.9256452,0.793175246,94.18489838,0.871395946,0.204526082,0.218046278
1965/12/17,,0.997686088,0.993242383,0,0.0878076,261.7483753,0.789380365,94.18489838,0.871153474,0.205038812,0.218788758
1965/12/18,,2.994270563,2.990716696,0,-0.476402271,259.8773851,0.796716436,94.18489838,0.885477483,0.206801154,0.218246549
1965/12/19,,1.694274783,1.690631866,0,-0.266379457,257.6988719,0.806298862,94.18489838,0.909978092,0.208901075,0.217210919
1965/12/20,,16.7809391,16.7766571,0,-1.808051163,266.6470189,0.849978576,94.18489838,1.004165649,0.220254848,0.216247007
1965/12/21,,5.483588696,5.47604084,0,-1.124569584,269.9282943,0.86515422,94.18489838,1.053203702,0.230652107,0.215405062
1965/12/22,,1.874928594,1.86996305,0,-1.32667945,267.3887997,0.861813029,94.18489838,1.039830208,0.23351145,0.214703962
1965/12/23,,1.816120267,1.810512185,0,-0.725367959,264.9818381,0.857650911,94.18489838,1.029095054,0.235070693,0.214095488
1965/12/24,,0.068586767,0.065548144,0,-0.665146854,261.7121213,0.851951787,94.18489838,1.016479611,0.235968221,0.213417113
1965/12/25,,2.517347336,2.513119698,0,-0.41784844,258.8259482,0.847960196,94.18489838,1.022364736,0.237031216,0.212724581
1965/12/26,,0.31613341,0.311427802,0,-0.56750149,254.4882989,0.844679318,94.18489838,1.035927415,0.238361191,0.212072104
1965/12/27,,0.126759261,0.122797497,0,-0.368302099,250.9208326,0.837555015,94.18489838,1.030656457,0.238464596,0.211469874
1965/12/28,,0.003456004,0.003270382,0,-0.233476686,249.7663421,0.829751067,94.18489838,1.02427578,0.238472369,0.210962698
1965/12/29,,0.034541953,0.031104982,0,-0.139226226,249.2574271,0.821798745,94.18489838,1.018042326,0.238467353,0.210480973
1965/12/30,,2.971039534,2.967318296,0,-0.194825745,251.1651934,0.818456045,94.18489838,1.025611401,0.239222097,0.210040748
1965/12/31,,0.318754822,0.314215481,0,-0.970452091,256.9443909,0.825030215,94.18489838,1.060889244,0.241733782,0.210283875
1966/1/1,,1.318270564,1.31528604,0,-0.41216685,252.7194232,0.820129606,94.18489838,1.059354305,0.242127872,0.209781885
1966/1/2,,0.022532325,0.020704539,0,-0.613980837,248.4215942,0.81741812,94.18489838,1.067958117,0.242904614,0.209130928
1966/1/3,,2.982210398,2.980140686,0,-0.541786065,250.1184146,0.811196522,94.18489838,1.064790726,0.243096817,0.208551019
1966/1/4,,8.021914482,8.015991211,0,-0.504102867,256.1890006,0.843923891,94.18489838,1.207414508,0.251120554,0.208178073
1966/1/5,,0.77772671,0.772565186,0,-1.224483144,252.1878182,0.847280919,94.18489838,1.251394153,0.254323348,0.207661703
1966/1/6,,0.021622548,0.019521115,0,-0.241195225,246.2480146,0.839937541,94.18489838,1.239794135,0.254395457,0.207143083
1966/1/7,,0.414077908,0.408252686,0,-0.155175078,245.8127026,0.832954522,94.18489838,1.233541608,0.254576119,0.206651449
1966/1/8,,0.012871695,0.011245651,0,-0.105136204,245.4391879,0.825908464,94.18489838,1.228099585,0.254775719,0.206327409
1966/1/9,,0.020205515,0.017843127,0,-0.083671827,245.2933764,0.817969969,94.18489838,1.219315052,0.254788693,0.205975533
1966/1/10,,0.224552646,0.221877918,0,-0.130539537,245.1927487,0.810191902,94.18489838,1.21126914,0.25482921,0.205763102
1966/1/11,,4.166285515,4.161931992,0,-0.169196056,251.5643294,0.816279465,94.18489838,1.241548777,0.256933536,0.205334708
1966/1/12,,8.733734131,8.729580879,0,-0.748605937,255.5780274,0.837608082,94.18489838,1.330682755,0.262720076,0.204895064
1966/1/13,,7.301116467,7.297396183,0,-2.119261404,261.6961831,0.858100835,94.18489838,1.419694662,0.272001939,0.204448968
1966/1/14,,4.998091698,4.991762161,0,-0.696280032,264.7226983,0.862195408,94.18489838,1.427338362,0.277988022,0.204037532
1966/1/15,,7.928686619,7.919744492,0,-0.89743008,270.2035346,0.864310561,94.18489838,1.406655788,0.284063138,0.204828411
1966/1/16,,6.554897785,6.435804367,0,-2.232960355,269.960241,0.866095606,94.18489838,1.383436799,0.291102548,0.204829305
1966/1/17,,5.435122013,5.427440643,0,-2.400759918,270.7103254,0.863722036,94.18489838,1.352308989,0.296822924,0.204356268
1966/1/18,,3.561718225,3.552162409,0,-5.311814824,272.5885677,0.837006888,94.18489838,1.315567613,0.301723328,0.203752041
1966/1/19,,1.512789607,1.497383475,0,-4.156875301,270.4695449,0.797175287,94.18489838,1.270588398,0.303818508,0.203191474
1966/1/20,,0.394487917,0.387833148,0,-0.745445583,267.300479,0.792073892,94.18489838,1.23557651,0.304382758,0.202721909
1966/1/21,,0.19974415,0.1931317,0,-0.751395784,264.9197714,0.786434297,94.18489838,1.2087152,0.304490766,0.20225288
1966/1/22,,0.537890255,0.534810483,0,-0.52513776,263.112453,0.781204724,94.18489838,1.189824224,0.304653609,0.201841161
1966/1/23,,0.360622108,0.355891079,0,-0.371388683,263.392,0.77895171,94.18489838,1.178181529,0.305175976,0.201598361
1966/1/24,,0.300162792,0.296896487,0,-0.766412753,262.4384549,0.773593431,94.18489838,1.164247036,0.305372,0.201413259
1966/1/25,,0.247344539,0.244585112,0,-0.651223937,263.6204628,0.768731265,94.18489838,1.152418733,0.305593149,0.201135561
1966/1/26,,0.775563955,0.771061778,0,-0.5218756,264.4200289,0.765894514,94.18489838,1.142482519,0.306041684,0.201034904
1966/1/27,,2.85854125,2.853383303,0,-1.034425013,267.0556377,0.773885545,94.18489838,1.140568137,0.307528512,0.200921267
1966/1/28,,1.924446583,1.9193331,0,-3.083188134,269.3409655,0.792514056,94.18489838,1.142900109,0.310272851,0.200444654
1966/1/29,,1.362557769,1.35278368,0,-5.633105513,270.694539,0.798040264,94.18489838,1.132282138,0.311654904,0.199948087
1966/1/30,,0.280399501,0.271477908,0,-2.494599691,268.9103921,0.797409012,94.18489838,1.117668748,0.312267125,0.199487001
1966/1/31,,2.842052698,2.836441278,-9.31E-07,-2.84559019,266.5328251,0.795000791,94.18489838,1.104880214,0.312573075,0.199041426
1966/2/1,,1.927184105,1.921497107,-9.31E-07,-3.482790511,267.5871374,0.812613379,94.18489838,1.115619063,0.315734777,0.198615834
1966/2/2,,0.608921111,0.603709161,-9.31E-07,-2.040080903,265.7474082,0.81224113,94.18489838,1.109467149,0.316611307,0.198208332
1966/2/3,,0.002482152,0.001887615,-9.31E-07,-1.21170427,261.9038361,0.805511444,94.18489838,1.098867774,0.316568209,0.198130101
1966/2/4,,0.01138963,0.009330907,-9.31E-07,-1.40088121,260.5220106,0.797545806,94.18489838,1.089853764,0.31649733,0.197938278
